bitstring,count
111000110110110110010011,1
010000111100000000001111,1
101010000111000010000111,1
000000001111001100100011,1
011100000011100000011100,1
000000000101010000001101,1
010000111110000110000110,1
100011011111000100000010,1
001010000100001000010101,1
110000010011000000001111,1
001010000010000000001111,1
000010000111000001001010,1
111011100011010110000000,1
000000001111110111010111,1
000000111100000001001111,1
001000001111010010001100,1
001000101100000010010111,1
000110000001000000010111,1
000100001101000000001011,1
000000001111111000001001,1
010110111110000100001101,1
000000110110000000001111,1
000000100101111010001001,1
000000001111101001000011,1
001000111111000000011111,1
000110110101001000100010,1
001100100010100010011111,1
000110000111000000001001,1
111101100111000110000101,1
010010000011000000001011,1
010110000000000000011110,1
011110010010000000011111,1
000000101010000000010101,1
010010011000000010110000,1
010000000110000000101000,1
001100101010100001101011,1
010100011111000000011011,1
000000100110101001000001,1
001000100110011111011000,1
000000001111010010011111,1
100100000001011001101101,1
011000101101000000001111,1
000010000111111011101011,1
000100001111000010001111,1
000000001111100010001110,1
010110001101100000111010,1
010000011101010100110001,1
001000101101000001001111,1
000000001111000100011111,1
000000000111000010000011,1
000000111100000000001111,1
000000001011000010011111,1
000100001110100000001111,1
101100101100000010000111,1
000000001111001001110101,1
000001001001011010100001,1
011010111100000110100111,1
000010000101000000001011,1
010110100101000010000111,1
000000001111010110100000,1
000000001111100011011100,1
011000000100100000101101,1
000000010111000010101111,1
000000111101001000001011,1
100110000000000000101011,1
110000001000000000001110,1
000000001111101001100001,1
000000000111100000011111,1
001000101101010000001001,1
000100011110001001001111,1
000010010110000000001011,1
010000001111000010101111,1
100011000011000010001111,1
000000001011010000001100,1
001010000000000000011111,1
000100001111000100001011,1
000000101000000000001011,1
000000001111000100001111,7
000010001111000000111111,1
001000001111000001001111,1
000000001101000010001011,1
000000001011010100001101,1
111110111000010000001011,1
000000001111011000001010,1
110110010000000101111001,1
010110010100000000001111,1
000000001111000010000011,2
010010011001000000001101,1
000000001111010001000110,1
000000001111111001101101,1
010000101111011010011110,1
101100101000010001100101,1
010101101111101000111110,1
101001001111000010010101,1
000000001111000010001010,3
100100000001000000001111,1
000001001111010000001100,1
000010000111000000000001,1
000111000010000000001011,2
000110001110011010001110,1
000000000000000000001111,1
010000001111000001101111,1
000000000111000000001111,5
010001001001000000000011,1
001010100010010010110101,1
011010101101001011100101,1
000010000111010000001100,1
101110010101010111000001,1
010000000101001000000011,1
011110100010000010000101,1
001100010100011010000001,1
000111011111010010100000,1
111110010010000000001111,1
000000101110000010111000,1
000000001111010000011101,3
000000011111000000001011,1
101010110011001110010000,1
000010001111001001001011,1
000000001111101000100100,1
000000101101000010000111,1
000110001101001010111101,1
010000001001000000011111,2
100000011110000000001010,1
010100111110000010000111,1
110110010011000000011111,1
010000011100010001001111,1
000000100010001000001111,1
000110001000000100100001,1
010000011011000000001111,1
011000011011100000101111,1
000110000111000000010111,1
001100001111000110000110,1
001100101110000000001111,2
001010101001000100011000,1
110010000111000000001011,1
000000001111000000101000,1
000001011011000000001101,1
000000011011000110101100,1
000011001111100011000000,1
101010110001000100001110,1
010000000111000000001110,1
000000001110000000001000,1
000001101111001010101111,1
010110000101000000001111,1
000000001111011010001000,1
101011011010000000000111,1
000101000010100000001110,1
011010100001000000001111,2
001010111101100010100111,1
011000100010000011100101,1
000000001111000000011110,5
000000001111000001001101,4
010000001111000000001011,4
001011101111000010001010,1
000110100101010000100010,1
001000101010000000001111,1
010000010101011100001011,1
000000001101001000011111,1
000000001111000010010001,1
001110100101000000001111,1
000110000111010000001101,1
001010110001010000001101,1
000000001111010000000010,1
010000000101001000001011,1
000111001110000010010110,1
001000011111000000001111,3
000000001111010100011001,1
000000001111000100001011,1
010111110011000000001010,1
000111001001000000001111,2
010110011101000000001111,1
100111101110100110010101,1
111101010011011100101010,1
000000001111010010100101,4
101110111101101000110100,1
011111100100000000001111,1
001000001011000100101100,1
010000001111100000101011,1
000000001111101010110111,1
011000101111000000000101,1
100010000110000000101111,1
000100000001010000010001,1
010000101010000000110101,1
101010010110000011010100,1
010010110100011010010001,1
000010101111110010110000,1
010010010111000011010011,1
011110100010000000001111,1
000000001111000010010111,2
001010001011010001101101,1
010000001111101011100001,1
100011101110000001011101,1
000000001110100100110110,1
000000001111010010001000,1
100101001111000010000011,1
101100000010001000001011,1
001101001001100000001011,1
000000101001010000001110,1
011110000001000001001001,1
000000101111000000101001,1
011100000100100000001101,1
010001001011000000101101,1
010010100100000000001111,1
100100001111011000010000,1
000001001111000100111100,1
000100101101000001001010,1
000000001111101100111101,1
000001001111010100011000,1
010010111110000000101001,1
100010101100000010111011,1
000000001111001100001011,1
100110100001111111110100,1
101011000011101000000110,1
011011001110010110111110,1
001001001111000000101111,1
000011100100000000001111,1
011000001101100010001111,1
000110100111010000000111,1
000001001011110011011101,1
011000001000000000011111,1
000000001101000000001011,4
000010000111000000100011,1
111001001011010101111001,1
001101100100111100100011,1
000000101101110000100010,1
000000010100001000111001,1
000000010010000000001111,1
000000001010000000001111,3
000010001111000000000011,1
010000001110010000011101,1
001111011010101000101101,1
100000001011000001001110,1
000000001111101011101001,1
000010100001000000001101,1
100000001011110000001111,1
000100011010000000001111,2
000010101001100010111100,1
001010011000000000001111,1
011110011001100000011010,1
111110100010000000001111,1
010110001111001011011100,1
100100001110010000000110,1
000001001111001000011111,1
000000001100000000100111,1
000100101111000100011000,1
100110000010111110100010,1
010000001100111110000000,1
001100000101000000001111,1
000000001111001100010100,1
000110010101000000011111,1
000000101011001001001101,1
000100000111000000001111,1
000011100101001000001011,1
001101001100001000001111,1
001000101011101001110101,1
000000001111101000001000,1
000100010001000000001111,1
100000001111010100001110,1
000010110000000101110100,1
000100101110011011111101,1
000000001111011100110100,1
000000010111000101011111,1
110001011000001010000111,1
000000001111001011001001,1
000100001111110110011011,1
010000110100010000001101,1
001000001000011111001010,1
000100001101001110111000,1
010000001000000000101101,1
000000001111011010111101,1
001010100000011000000000,1
000001001111010000011101,1
001010110001011000001101,1
010011001000000000001111,1
000000111111001111010100,1
001000101001100100001111,1
001000100101010000101101,1
000010101101010010000010,1
010100010000110100111100,1
001000001111010000001100,1
100110000101000000001111,1
100000101001001100001111,1
000000101101000001101101,1
110110100000000000001111,1
000000001101000011111001,1
111110100111000000001111,1
000000001111110000001001,1
010101111010000000001111,1
000000001111001000000011,1
000010110000000000111000,1
000010010011010000011101,1
000000101001000110010111,1
000000001111001000001100,2
000110111010011010011010,1
011100110011110011101010,1
000000001111001110001011,1
000000001111011001000110,1
000100001111000010001110,1
110010000111000000001111,1
000000101001010110010001,1
000010000001000000001111,1
011010000110100000001110,1
000000001111010110000100,1
000000001101000000000111,2
000010000101000010000100,1
010110001010000000001111,1
011110010000000000101111,1
101111010000000000001111,1
000011000101100000000100,1
000000001111100111100011,1
110010110011011000001101,1
111100000011111011100000,1
010100010110000000001111,1
011000001001010000011100,1
000000011100010000001101,1
000000001111110010000010,1
000001100110010000001111,1
111100100000000000001111,1
010000010001000000001111,1
000000001111100000111101,1
000000001111000011101011,1
110000101001001100001000,1
000000001111110000001110,1
011010000101001000011101,1
010001101010000000001111,1
000000001111000010001011,3
001010101001001010101010,1
000100100111000000101101,1
000000001110000000101100,1
001010001110000010101101,1
011000111100000010110111,1
000000111010000011000110,1
000010000011000000010110,1
000100000111001100010001,1
000010001111110101001010,1
000000000001000010100000,1
001100101101010010011101,1
110110100111000000001111,1
000000001101000000011110,1
110110000001000000001101,1
010000001101001000001010,1
000000110001001000011110,1
000001001111001010101001,1
001000001011000000001111,4
000000001111010001101101,1
010010000110000000000111,1
000000011011000100001011,1
001100101101101111010010,1
011111000000001000001011,1
000001001111111100001001,1
000000001111100100000111,1
100110100100000110100010,1
011010000000110000000011,1
000000001111000001101000,1
011011001110000000001011,1
000100001011000000001111,3
001000001101000010100011,1
000010010111101100101101,1
011000001101000000011111,1
000000001001001000010000,1
000010001111000001111001,1
011001100111000010000110,1
000000000111000000011001,1
000000001011000000000010,1
100111001011011010000110,1
010101001011000001101111,1
101011010101000010100001,1
000000101001000010011010,1
000000001111000010000010,1
001010100000000011101101,1
000000001111000001111001,1
011000001101000011101101,1
010010000101000000001110,1
100010000111010000001001,1
101011101011000000001111,1
111011001101000010000100,1
110100001101010111010000,1
101000101001000010010111,1
111010010000000000010011,1
011010001001000100000011,1
000100111100011100110001,1
100011010010000011100011,1
001101001101010011000111,1
010000000111001001000011,1
001000001111010000001001,1
111000000001000000001011,1
000000001111010100110001,1
100000011111000000001011,1
000000010101000000101011,1
100001000101110010110001,1
110000000000110110100000,1
010000001100010000111111,1
011010000000111111111010,1
001010101101100000001011,1
001000101101000010000110,1
000000001111000010110001,1
000110110000010001001110,1
001000010111000000001011,2
111010000110000000001111,1
000101011111000000001111,1
000000100101011110010000,1
100001011001000001010100,1
101010010101000000011110,1
000001001101000100001111,1
000000001111011010110010,1
010000010111001000001011,1
101100100000000000011111,1
001101010000011001110011,1
011000001101110010000000,1
000000001101011001010000,1
000001001101001010001011,1
001000101101000000000011,1
000000000110010000000101,1
000000011110000010110111,1
010000001111010110000101,1
011010100001001000001111,1
010010000111101111100111,1
000000001111101100110100,1
010010011001000010101011,1
000000001111001101111000,1
010110011001111010000010,1
001010100101000010100001,1
101000010011001000101010,1
000100010101010000000011,1
011000101100110010011101,1
000000110010000000001011,1
000000000101000000001101,1
000000010101000000011011,1
010000000101111010000001,1
000000111010010100001100,1
101010110100001000001011,1
100110100010000000101101,1
000000010011000000001111,1
101000011000000000011111,1
011100100101010000001111,1
000010000101101101001111,1
000000100111100111100010,1
100010001110100010001111,1
110110010100000000011111,1
111010001011010010100100,1
101000111100111001010011,1
111011000001000100001110,1
011100101100000010001111,1
001010101001010110010110,1
010100111110000000011111,1
001010110110000001001101,1
000001010110000000001101,1
011100000101001000011110,1
000011001111000000001111,2
010010010101000110110100,1
000000001111100111100000,2
001000011001001010100100,1
000010101111100010101001,1
011101100110100111101001,1
011110010010001000100100,1
010010011001000000111101,1
000000011011010111001111,1
000111101101010100111001,1
000000001101010000001101,1
001100101110010110001001,1
000010000101000010000011,1
000000001001000000001101,1
000100001011010000011100,1
100000000110111010100000,1
000010000010000000001111,2
010100000011000001001111,1
100010100101000000001111,1
010110010001000000001111,2
001000110001000000001111,1
101100001111000100011011,1
000011011000010011101101,1
001111100100000000000111,1
000000001101100100001011,1
000000001011000010101110,1
000010101110010000100100,1
000000001111000010110101,1
011011000110000000001111,1
010010100000000000001111,1
000000001111101010100101,1
000000101111000011101111,1
001011110100000000001101,1
111000101101000000001111,1
000000101101000000101111,1
101111100001000000001111,1
010001001011000000001001,1
000100001001000000001011,1
000001001001000011010011,1
000011000111000000001111,1
000000001111001110100000,1
111110101110011110010000,1
010100011110010010011100,1
000000110001000000001111,1
000000001111000000010001,1
010100101101100110001110,1
000100100100000010001110,1
001111001110000000001111,1
111100011001000000010100,1
010100101001000010111000,1
110000101111100001001111,1
111110011000000000001111,1
011011001011000000011110,1
011000001001000000001011,1
011011010101000000001111,1
000000001111001010000011,2
000000001111000000101011,5
000000001111000010001100,2
000000100011110101110100,1
001100111101101110101110,1
001010111011001110100010,1
001000001001000000001111,1
010000010111000110101001,1
110001111101010000100101,1
001000101001000000001011,1
001010000001010000001001,1
110011111011000000001011,1
000000001110010000011100,1
000011110001000000001111,1
010000000101000011000111,1
011011001001000000001111,1
000000001111000000001000,1
110011010000000100001011,1
000000001111001111010101,1
000000001111110011101011,1
000110100000000000001111,1
001100101011101000000111,1
000010100001001001001111,1
000100110110000000000111,1
010000010110110000101111,1
111001011111000000101000,1
000000010100000001110000,1
111000110101000000011111,1
010100001101100100101011,1
100110010101100011010101,1
111010000100010100101111,1
101001011110000000001111,1
111100011000111010100000,1
000010000101010100011010,1
111000111000001010110100,1
001000011101010000001111,1
000000011101000000110111,1
001010111010000000111111,1
000000111110011000001101,1
001010100011100000001110,1
100000111000000000001101,1
000001100010000000001111,1
000000001111001010010110,1
000000001111010000001010,1
010000111100000000011111,1
111100110001000001001011,1
000000001011000001001001,1
000001001110010000001101,1
000010000111000100100101,1
100011001100000000001110,1
000001001111101100001111,1
000010010000000010001101,1
110000000110000001001001,1
000000001111100000010111,1
010010101101011001000000,1
011011100000011001001011,1
000010000010010010110001,1
100001101011000010001011,1
100000001111000000001111,3
111111001000000000001111,1
100000000111000000011111,1
010000001001001011101011,1
010010001111010000100000,1
010010100101000000001111,1
000100011010000000111111,1
000100001111000000001000,1
001000010101000000001111,1
000000001111101110000101,1
000100001011001000001011,1
010000010001000100100110,1
001010100000110110010000,1
011110011000000000001111,1
000100101001000010001110,1
000010010011100101011100,1
001010001000111010111000,1
100100001111101000000101,1
111110111011010010111011,1
001110000100001000001110,1
001000000111100010001111,1
001010000011000110100000,1
000100001111010000001011,1
010000001001010000010100,1
110100000100000000001011,1
011110001100010010101011,1
000000001111010000111111,1
000000000011000000001111,2
001010000011110001110010,1
011111100100101011001111,1
010010110100000000001111,1
100001000011001010001011,1
000110101101011110000111,1
100011101001101010010000,1
000010110000100000001111,1
000100001111100010000011,1
111110110110010000000010,1
000000110101111011000110,1
000000001111100000011011,1
000000001111010010001111,3
100001001001000000001111,1
011110010000000000001111,2
010010001100010110000111,1
000001001111000010000111,1
010000000111110001100011,1
111110010010000000011110,1
110110000001000011000110,1
000000001111010011111100,1
100010010111000000001111,1
011000011100101101001110,1
001011110010111110000000,1
000100000010010000001101,1
010010111101000101000101,1
100001101101010000001101,1
010110001011001010001011,1
010011100110000000001111,1
000011000110000000001111,1
000011000011000101001111,1
010001001111010110101110,1
100000001111000010101111,1
000000101011000000001011,1
000000001111101100000001,1
111100000001000100001111,1
100000001101010010010001,1
001001001111000010001111,1
000000101001000000101001,1
000010000010000000001010,1
000000001111010100011011,1
000001001100111100010100,1
101000001010000000001010,1
010100000101000000001111,1
000000101001010000011000,1
011110010000000000111000,1
001000001111100110110111,1
000100001110011010001101,1
001010000011000010111100,1
011011111010001110110100,1
111110011001000000001111,1
000000001111011010010101,1
000000011110100000101011,1
000001001111000000011111,2
000010001110000111000110,1
000000011010100010000110,1
000000001111010100101010,1
101000000100000000010101,1
000010011111010000001001,1
000000001100000000001111,1
011101101010000000001111,1
011011110000000001001111,1
001001001000000010101110,1
011000101001010000001111,1
000000001111000010101011,1
100000001111000010001111,1
001000101001110110000001,1
010100000001000000001110,1
000100001111011010001110,1
000010010100000000001111,2
011111000000010010000111,1
000000001001111001001110,1
101011100101000000100111,1
110110110100100000000100,1
011000001101001000110001,1
000000111101000000000111,1
100000001110100010001101,1
000000011100100000001111,1
000000001111010010110100,1
000000001111010010010010,1
101110100000110000101101,1
000000001101001010110000,1
000000001111001000011101,1
000000010100000000000110,1
000011101100001010001111,1
000100101101010101100101,1
000010111001000010011111,1
100010100101100001001110,1
111110010000000000001101,1
000001101101000011000111,1
000000001111010010000000,1
000110111111011111011011,1
000000001111101110010110,1
001111010000000000001111,1
010000110110000100001111,1
110000011111000000110100,1
100111011101000010001011,1
001000110100000000001110,1
110000000101111011100010,1
000000111000000111111001,1
101110010000000000001111,1
000100001101000000011111,1
101110100000000000001111,2
111100100001000000001111,1
101000001010001101100101,1
110000001001001101000110,1
001110100001000000011111,1
000001110011000000001011,1
000000001111000110011011,1
100010101111000010001110,1
010000001111000000011101,1
000010010111000000001111,1
000000001101001010001111,1
111011100001000000111100,1
001010110001000000001011,1
101010000001000000001010,1
000000001111010011001100,1
000010000010001010001110,1
000000111111000000101111,1
000000111101000000101011,1
000000001111101001100101,1
100001100111000000001111,1
000010010100000000101110,1
010011111010010010100101,1
000100001111000000001110,1
000001111111000000001111,2
000000000111000000101111,1
000000101110001000001111,1
010000001110111110000000,1
000000001111000000001100,1
001100100010000000001111,1
010010010000100010000100,1
000000101111010110110100,1
010000011000001101010101,1
000000001111001010001010,1
011110011111000001001011,1
100010001010011010000000,1
010110000001001000100100,1
101100101100000000001111,1
101000001111000000001111,1
010001001101000000101111,1
001110100000100000001011,1
010000000100000000101101,1
010000001011000000010011,1
100010010001000110010001,1
100001001111000000011111,1
000000001111011010010111,1
010000001111000010010101,1
000000111101000000001011,1
011000001101000110111000,1
000000001010010000001111,1
110001001101010000010111,1
010000001111000000000011,1
011000000000000001101100,1
000000011110101010100011,1
111100011100101111011110,1
001110000010111110101011,1
010010010000100101001001,1
010000001101111111110000,1
000110100101000010000100,1
000011001111000100000101,1
000010000111000010001011,1
000001011111000000001111,1
000000001101000011000000,1
000010100100100000110111,1
000000001111000010100111,2
011010000100101111001011,1
011010000100011000001111,1
011100100100000000011111,1
000011111110000000001111,1
000000001101000000011011,2
101100111111000000001111,1
000100110101001000111101,1
001000101101001000001111,1
010000011101111111101011,1
001000101100000011100111,1
000011100001011000101001,1
000000000101000000000101,1
000000110001000100110100,1
010000001110111000100111,1
000110010001000000001111,1
011101001111000000001111,1
000111000110000000001111,1
111111001101000100101111,1
000000001111011100110110,1
001100001111000110001100,1
101010100000000000001111,1
010010110111000000001111,1
000000101101000000001110,1
011010000000000000001111,2
000010010111000000001110,1
000110000011000000001111,1
010000001111010001011110,1
011000111100000000011101,1
111010111111010010110110,1
101010110111111110100000,1
100000001100000000001111,2
001011010101010100001111,1
000110000110010010111100,1
001111110001000010000001,1
001010010111000011011100,1
000000001111010000101010,1
000000001111001110010010,1
001010000101000010000011,1
110100111010000010110100,1
100110011111000110110001,1
000000001111100010110100,2
001000001101010010101010,1
000100000110000000001111,1
001011110000001011000011,1
001000000111110000111101,1
000010001111000000001011,1
000010111101000010111100,1
000000010111000001001110,1
110001010011000000001111,1
000100001111000000101111,1
010000001001000000001000,1
011000110010000000011111,1
010101101011100011010011,1
000101111101000000011111,1
000000011100010100111011,1
000000011010000000101101,1
011110110100010010100101,1
011110001011110000111111,1
010000000101000010011101,1
000011101110000100001111,1
100010101101010010001111,1
110100100011010100000110,1
110111001011000000001111,1
010011001101010010000010,1
000000001111001010010100,1
011110111000000000001111,1
111001110111000000001111,1
001000101111010011001101,1
001011000000000000111001,1
001110001111000000111111,1
010001001001000000001111,1
001010100000000000001111,1
000000001111101000010101,1
001100010011101010111100,1
000000001111001100001111,1
000000101111000000001101,1
010010010001000000011111,1
100001110011000100001111,1
000110100011001111100001,1
001000010001000001000111,1
100000101111000100001010,1
101000101101010011001100,1
000110101001001000001011,1
000010001101010010110000,1
000000101111000100101101,1
011100101110001000001111,1
000100111001110101001000,1
000000111111001011100011,1
000000001111000010110100,1
000010001111010011001101,1
001000000001000000001111,1
001011001000000110001010,1
001000001111100010111100,1
000100011000000000001111,2
010010011100010010010000,1
010010010101000010000101,1
000010101101000000011100,1
000000001111000100110111,1
000001001111011001111000,1
100000101101000000001111,1
000000011100000101010111,1
000001110001010000011111,1
010010011001000000001111,3
001000111111010010011001,1
000000111101001101101011,1
000000101111010111000111,1
000000101111000000001110,1
001000001101001001101100,1
011101010000000010101001,1
010010011011000100100001,1
000010100111000000001110,1
011010010101000000001111,1
111001001111010110000000,1
000100001111000011010111,1
011000011001010000110000,1
000000110000000000000111,1
000000001111000010000100,1
001000101100001000101101,1
100010110001000000001111,1
111010110001010110011111,1
101110111100000001101111,1
000000001111010000000111,1
010010000101001110000010,1
011110101001000000011111,1
000010001110000000110111,1
100000101110000110110000,1
000110111100000010111000,1
010100001111000000001111,2
000011110001000000011111,1
001000101101000010001111,1
001100001110100101110100,1
011010101111010000000100,1
000001001100111101100011,1
000000001111101010110000,1
000010011011000000001111,1
000000001111100000111111,1
010000000000000000001111,1
001010100000000010000011,1
010010111100010010110001,1
011000101001000000001111,1
000000001110000010110101,1
001000000100001011001011,1
010110010001010011001011,1
010110000101000010000111,1
010000010100000001001111,1
111010111000000000001111,1
000000101111000001001111,1
001000001001101000101000,1
000000001111000001101101,1
100000101001011010100000,1
011000000001000100001101,1
010010010011000000011111,1
100000001101000000001101,1
001110100101000010011111,1
111000000101000000001111,1
011000100100001100100100,1
000110000111000100011111,1
011010110100010100111110,1
001001110110000000101111,1
101000000101000000011110,1
000010001000100101110101,1
000000000111011001001101,1
000000001111001100001001,1
011000001101000000001011,1
110010101000000100101100,1
100000001011000000001111,1
101110100000100010000101,1
011010000111000011001101,1
010110000010010001001001,1
000100001011000000100110,1
000010001111001011000011,1
000000000111000000101011,1
000011010101000000001111,1
011010111001000000001111,1
111110000000000000001100,1
000000001111000001010000,1
000000001110001010110001,1
000100100101000000001111,1
101011100011000000000110,1
000101101001010000110110,1
000000111010010000101010,1
110011001000001000001111,1
000100001011100000001111,1
101000100010010111110111,1
000000111101001000000011,1
000110101010000100001001,1
000000101111011000100101,1
001100001111011001001111,1
101010011110000000111000,1
101010010001001000000111,1
111000100101011101001011,1
000000001111001010011001,1
000000001101000001101111,1
000000011100010000010111,1
010110101111011011100001,1
000011111100001000011110,1
000000001111000010011110,1
000000101111010101011110,1
010000010101000000101101,1
111011111101011000011001,1
001011001110010000011000,1
100011101001010000010010,1
000010010110001000001111,1
101111000100000000010111,1
001000101010011010000101,1
000010101111000000000110,1
010001001111001010110001,1
110101001000001011000001,1
100000111011000000001111,1
010010011100000010101100,1
101110000110100100001011,1
110110001100000111011011,1
000000001111100011000001,1
001100110001000000001011,1
001000100000000011010100,1
010110000001000000001111,1
100010100101010010010001,1
001010001111000000001011,1
010000001111001000001010,1
000000001101010100111011,1
010000001001000010001111,2
000001001101001101001001,1
000000001111000110000110,1
010000101010000010100111,1
111000100100010000001011,1
010010010000010000001111,1
000000001111000010000110,2
100010110100000000001111,1
000000000111000010010111,1
000000001111000010010101,1
010000001110010101010110,1
111100010111110111111000,1
010010110101000000001011,1
000011000011101111110001,1
000001010001000010000110,1
000100010111101100100100,1
000000001111001111101101,1
001000001111000100001101,1
101111100011111000011010,1
000101101100111010100000,1
111000111111010000010000,1
010000001011010000001100,1
000000001111010000010000,1
000000101101000110010011,1
100110000111000000001111,1
000000001110001000000111,1
000001000111000000001011,1
000000011110011001010101,1
011000001010000000001111,1
000000001011000010001111,1
010011001011000000001111,1
010010000101011000101001,1
000000111010000010100011,1
100010001110100000110001,1
010100010101010000100010,1
010001111011000000011011,1
000000001111100001000011,1
111010100000000000001011,1
000000001101000000101111,1
000000011111001000000111,1
010100011001000000001111,1
000010010101000000001111,1
010100110010000000101110,1
110010000111100110100010,1
000011100101000000111100,1
000001001111100110010111,1
001000011101110000101011,1
011111000000000000001111,1
010110000101000000001011,1
000110011101010010000111,1
000011100100100110011110,1
110011001001000110001111,1
110110001001000000001111,1
000000001111001000100110,1
000000101110000011000101,1
101000100011000000001111,1
001000011110000000001011,1
000000111110010000001101,1
000000001111011100010000,1
100000000101001100101110,1
000100001111000000100101,1
000101001001010000001011,1
110110001101100001110110,1
001000011111111111100111,1
010101100110000000001011,1
011110110100000000001110,1
100100000010000000001111,1
000010111001011110100000,1
000010110101010000001101,1
111010010001000000001111,1
000010001011001000100100,1
000000001101111011000000,1
000001001101000100001010,1
000100011111000000010111,1
011000011100000000010000,1
000000001111011110101101,1
011101101111000001001111,1
110010010000000000001111,1
000100101101000001001011,1
000010010111000001001111,1
000000111011000000100001,1
101101110010000000001111,1
010000101011000000011110,1
000110100110000010001010,1
000000101110010100000111,1
000000000101011010000001,1
000000001110000000001011,2
100010010111101010110000,1
011110001101100010100101,1
100100111000000111000100,1
010001001111000010001011,1
010000000101000000001111,2
001000110101000000001011,1
000000001001000010100110,1
000000001111001000001101,1
001010111101010000001100,1
001110001110000000001010,1
100000101011000000001011,1
000100001010000010100001,1
000000001111100100000110,1
100111011001000000001111,1
100111001100000000001101,1
111011110111000000001111,1
010011001101010000110001,1
000100001111010010011011,1
000000001111100110110000,1
000000001111101010100011,1
101100100010000000001011,1
011000000001101000001011,1
000000011111010001000111,1
001100111001101010111101,1
010101001001101000101101,1
000011010110000000001111,1
000100101011000000001111,1
000000000111000010000101,1
000101001101010100010110,1
001000001110000000001000,1
110000000101000010010100,1
000000100100000000001011,1
110010000111110110010000,1
000000001011001000001111,2
000111100000010000000000,1
000100001110000000011110,1
000010000111000010000001,1
010010101101001000001111,1
010000010101011110001000,1
000001001101000100001100,1
000000101100101001101100,1
000000011001001010110001,1
010000000111000010001111,1
000001001111010010100001,1
000011011111000000001111,1
010000001110010000001111,1
111111010110000100001011,1
110111101101000000001111,1
100000100100000000011111,1
010011000001111101011100,1
101011101101000000001111,1
011110010000000010100000,1
110001111110011010100000,1
110110100010000000001111,1
100010100100000000001111,1
000000000111100100100100,1
110010001100000000001011,1
001100100110000000001111,1
000110000011000100101010,1
101100001011000000001111,1
000000001101001000110000,1
011001001001000000001111,1
000000001111000010101001,1
100000001111011011110000,1
101110001000000100001000,1
000000001101001110110000,1
000010001101100010000101,1
101011000100010010000111,1
000001000111000000001111,1
001111000001111010010000,1
110110010000000010101001,1
000000001111100000101010,1
011000001101000000001110,1
011100111001000000101101,1
010010010111000000001011,1
010000001110101000001111,1
010000000011000000001111,1
000000001111100000101111,1
010000001001011000001111,1
000010000111111010010000,1
101001011111010110011011,1
000000100110100000000111,1
000000001111001100000010,1
000000100101000000001111,1
000000100111000000001101,1
000001001110000000001011,1
000000001111010010000011,2
000000001001000000001111,1
000000001111000110000011,1
111111100101000100001001,1
000000011110000000000110,1
011010000100000100001011,1
000010000111110111101100,1
010111010110010010110000,1
010010100111011010001001,1
000000111110001000100111,1
000000010001000010000111,1
000000001111111010000110,1
000000001010001001000111,1
000000001011001001001110,1
011000011110000000001011,1
000110000000000000001111,1
000010100101000100101101,1
110000010110000000001010,1
010100011011010000010010,1
001000101111010000001101,1
000000001001001111111000,1
000000001111001010111101,1
000000001111010010010001,1
000100001111001100001011,1
001010111001000000001111,1
101001001111000011000100,1
000010001011001101001110,1
110000001101001011100110,1
011000110000001001001011,1
110000000011101010000011,1
000110000111100000011101,1
000000001111101000111000,1
000010100101111110000000,1
100100001110000000101011,1
010000101100010100001001,1
010000110100000000011111,1
010000110100000000001111,1
001110010010001000100111,1
010000011101000000110101,1
000100011001001000001110,1
010010111100011110010000,1
011011110001000000001011,1
011010001100001001001000,1
000110000100000000001111,1
000000100101000010100111,1
100001001111000000001111,1
000000001011001011100001,1
000000001111000100001100,1
010011000101010111101001,1
000000001110001010000111,1
000000001111001000111011,1
000000001111100100101010,1
010001001101100111111111,1
001010000100000010010101,1
000010001001000000001111,1
110110001000000000001010,1
000001000111000010001111,1
000000001111000010100110,1
110010000101100000001001,1
000000100111101000111010,1
000000001111000010001000,1
000000001101011000100011,1
000000001111000000101010,1
010010110010001010000011,1
000000001111011111010010,1
001010000011000000101001,1
000100110001011011000000,1
001000101101000000011111,2
000001010000000010000011,1
000010000010000010000111,1
010000001001010000001111,1
000000100101000000000111,1
010100001001010000000101,1
000000001010010000011111,1
010000101000010110011011,1
001110001111000000001111,1
100000001111000000110001,1
010000101100000000001111,1
000000001011000100100001,1
000000001111001000110111,1
000000001111011111110100,1
100010100101000000001110,1
000000010011000000001011,1
011010010001000000001111,2
010100101100000000011111,1
111000001111001000001101,1
110010000100000000101111,1
000010000110000000000111,1
000000101111001010101001,1
010010011001000000011001,1
000000001101000100101001,1
011000010010000000001111,1
010010110001101110110000,1
000010000111010101100100,1
101110101111000000001111,1
011000111000000000001111,1
100100101110000010110000,1
011111001011001000001111,1
000000011111000000011111,1
010000001111100000001110,1
001000101101000000000101,1
011101101100000000001110,1
000000011110011110110000,1
010010010000100100011001,1
000000001111100000101100,1
000000001111000010100001,1
010000001111000100001011,1
011111101110000000101111,1
000000101111000000001011,2
111011001100001000011101,1
010010000111000010000111,1
110010000101000000001110,1
000110101001000000001111,1
011010010011000000001111,1
000010010111000000010111,1
010010001101010000110100,1
010011000001000000101011,1
000100001010000000001111,1
000111101001001000001111,1
010110001111000000001111,1
010000101101000000001111,1
010010011100100100110011,1
000100001111000100001111,1
000000001110011010100000,1
111110011000011101001111,1
