bitstring,count
100101010010000000111110,1
010000001110000000101101,1
001100001111000011100100,1
100000110101100000000010,1
010010011110000100001010,1
011110110101101010001110,1
010100111111001010010011,1
000010101111000000001111,1
001000001111000000011111,2
010100001110001010000000,1
000110000101000000001111,1
011100010110000100001111,1
011010101110000101001011,1
010100110101000000001111,1
000010000111111110000000,1
010010100011000000001111,1
000000010111101010010110,1
100000000101000000001111,1
010000001111000001001110,1
000000101011000000001111,2
000000001111010010101001,1
010100000110000000001101,1
010100010111000000000110,1
100000001110000000001111,3
000000001111110110101110,1
010000110110000000001111,2
010100001011000000000101,1
000010000000000000000011,1
000000001111110001011000,1
000001011101001000101101,1
010010100110000001001111,1
101111100000000000111101,1
001010111110000000001111,1
100100001111110111000100,1
111010000001101110110010,1
000000101101000010100001,1
001101001101000010110100,1
000110100101101000001000,1
000000101101001011101000,1
000000001111001010100101,1
010110010001001101000100,1
000000001111001000101011,1
001000101001011000000111,1
000000001011000000101111,2
000000000111011010010111,1
000000011101010000001111,1
000000001101000000001110,1
001000000110110010001010,1
010101000111000000001110,1
000010011011010000111110,1
000001001111010110001001,1
010010000001000000001111,2
001010110100010010000001,1
000000101101000011011001,1
000010001011000000001111,2
000000001111000000101110,2
000000001010101011110000,1
010100001101011100101001,1
011010010000011010000000,1
110101100010000000001011,1
010000011111000000001111,2
011100001101000000001111,2
001000001101000100100111,1
001100101000000000001111,2
111110111111010010011000,1
101101101001000001001111,1
101010110101001000001011,1
110010101100000000101101,1
000001001111000010101100,1
001010100000001010010010,1
001111100001000000001110,1
000001001111000000101110,1
000000001101010010000100,1
000000001111000001100101,2
010100001000010000010100,1
011000001101000010110101,1
110000001101100000101111,1
000000001111001011111110,1
000001101111000000001011,1
001010010010000001101111,1
000101001101000000011111,1
010010011101010010001011,1
110110101111000000001111,1
011000001101000000001111,5
000000001111000011001101,1
011010000000111000001101,1
000100001111111010010001,1
000000001111111110001111,1
010010000111101000011011,1
001000101001000000111101,1
010011001001000100001010,1
000000001111000000010011,1
010100001101110110000000,1
000000001111001110001100,1
001110110000000010001011,1
101010000111000110101111,1
000000001111000010010110,2
000000011010000000001101,1
010000110111000000101101,1
000000000110000010001111,1
010100001101110010101011,1
000100101011000000000111,1
100010101101010110111011,1
101000010001011000101001,1
000000011111011000010001,1
001000001111011010010100,1
011000000010101001100010,1
000000001111101111111111,1
001000001011101001111111,1
000000110001001000101110,1
010111000011101000001110,1
001000101101000000001111,4
110010001100001000001011,1
011110101111011101111001,1
000000011001000000001111,2
111000111100000000001111,1
001110100100000000001111,2
000100001111000000001001,1
100000101110101110101110,1
